start_date,country,area_name,shutdown_type,affected_network,shutdown_extent,ordered_by,actual_cause,shutdown_status
10/8/2022,Iran,Kurdistan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
10/9/2022,Ukraine,"Kharkiv, Lviv, Zhytomyr, Poltava, Sumy","Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
10/10/2022,India,"Tangpawa and Bijbehara areas, Anantnag, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
10/11/2022,India,"Bushpora area, Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
10/12/2022,Iran,Nationwide,Shutdown,Mobile,Full network,Unknown,Protests,Ended
10/15/2022,Iran,Nationwide,Shutdown,Mobile,Full network,Unknown,Protests,Ended
10/16/2022,Iran,Khuzestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
10/17/2022,Afghanistan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ended
10/18/2022,Ukraine,"Zhytomyr, Kyiv, Synelnykove, Pavlohrad","Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
10/19/2022,Kazakhstan,Nationwide,Shutdown,"Broadband, Mobile","Full network, Service-based",Executive government,Elections,Unknown
10/22/2022,Bangladesh,Khulna,"Shutdown, Throttle",Mobile,Full network,Unknown,Protests,Ended
10/22/2022,Ukraine,Kherson Oblast,"Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
10/25/2022,Sudan,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
10/26/2022,Iran,Kurdistan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
10/27/2022,Iran,"Mahabad, West Azerbaijan","Shutdown, Throttle","Broadband, Mobile",Full network,Unknown,Protests,Ended
10/28/2022,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
11/1/2022,India,"Anantnag, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/5/2022,Bangladesh,Barisal,"Shutdown, Throttle",Mobile,"Full network, Service-based",Unknown,Protests,Ended
11/12/2022,Bangladesh,Faridpur,"Shutdown, Throttle",Mobile,Full network,Unknown,Protests,Ended
11/13/2022,India,"Chakradharpur, Jharkhand",Shutdown,Unknown,Full network,Unknown,Communal violence,Ended
11/13/2022,Turkey,NA,"Shutdown, Throttle","Broadband, Mobile",Service-based,Executive government,Information control,Ended
11/15/2022,Ukraine,Nationwide,"Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
11/21/2022,Iran,Nationwide,"Shutdown, Throttle","Broadband, Mobile",Full network,Unknown,Protests,Ended
11/22/2022,India,Meghalaya,Shutdown,Mobile,Full network,State government,Communal violence,Ended
11/23/2022,Ukraine,Nationwide,"Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
11/24/2022,India,"Bhilwara, Rajasthan",Shutdown,Unknown,Full network,Law enforcement,Protests,Ended
11/26/2022,Bangladesh,Cumilla,"Shutdown, Throttle",Mobile,Full network,Unknown,Protests,Ended
12/3/2022,India,"Sirohi, Rajasthan",Shutdown,Mobile,Full network,Local government,Protests,Ended
12/8/2022,Iran,Kurdistan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
12/10/2022,Bangladesh,Dhaka,"Shutdown, Throttle",Mobile,Full network,Unknown,Protests,Ended
12/11/2022,India,"Uttar Dinajpur, Malda, Murshidabad, Purba Medinapur, Paschim Medinipur and Dakshin Dinajpur Districts, West Bengal",Shutdown,Mobile,Full network,State government,Exam cheating,Ended
12/16/2022,Jordan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Protests,Ongoing
12/16/2022,Jordan,Maan and Karak,Shutdown,Unknown,Full network,Executive government,Protests,Ended
12/16/2022,Ukraine,Nationwide,"Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
12/17/2022,Iran,Kurdistan,Throttle,"Broadband, Mobile",Full network,Unknown,Protests,Ended
12/28/2022,Pakistan,"Gwadar, Balochistan",Shutdown,Mobile,Full network,State government,Protests,Ended
9/11/2013,Turkey,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
9/15/2016,Indonesia,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
10/28/2016,United Arab Emirates,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Information control,Ongoing
2/9/2017,Saudi Arabia,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Information control,Ongoing
5/12/2017,Iran,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Information control,Ongoing
5/24/2019,Lebanon,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
5/31/2019,Pakistan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
1/1/2020,Qatar,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Information control,Ongoing
6/29/2020,India,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Conflict,Ongoing
11/4/2020,Ethiopia,Tigray,Shutdown,"Broadband, Mobile",Full network,Unknown,Conflict,Ongoing
1/12/2021,Uganda,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Elections,Ongoing
1/25/2021,Iran,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Unknown,Ongoing
3/10/2021,Russian Federation,Nationwide,Throttle,"Broadband, Mobile","Full network, Service-based",Executive government,Other,Ongoing
3/14/2021,Oman,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
3/15/2021,Jordan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Protests,Ongoing
3/16/2021,China,Nationwide except for HK SAR,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
8/20/2021,Myanmar,"Kachin's Hpakant, Sagaing",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Ongoing
9/14/2021,Myanmar,"Sagaing’s Pale, Yinmarbin, Kani, Budalin, Ayadaw,  Taze, and Ye-U townships, Mandalay’s Mogyoke and Myingyan townships, and Magway's Taungdwingyi townships",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Ongoing
9/23/2021,Myanmar,"Chin state’s Matupi, Tonzang, Paletwa, Falam, Kanpetlet, Thantlang, Tedim, Mindat townships, Magway's Myaing, Gangaw, and Tilin townships",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Ongoing
9/26/2021,Myanmar,"Sagaing's Pinlebu, Wuntho, Kawlin, Salingyi, Mingin, Kalay townships, Chin's Haka township",Shutdown,Mobile,Full network,Military,Conflict,Ongoing
10/20/2021,Turkmenistan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
12/3/2021,China,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
1/6/2022,Myanmar,"Loikaw, Demoso, Bawlakhe, Hpasawng, and Mese townships in Kayah State",Shutdown,Mobile,Full network,Military,Conflict,Ongoing
2/6/2022,Pakistan,"Panjgur, Balochistan",Shutdown,"Broadband, Mobile",Full network,Unknown,Conflict,Ongoing
2/11/2022,Oman,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
2/26/2022,Russian Federation,Nationwide,"Shutdown, Throttle","Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
5/24/2022,Myanmar,"Dawei, Launglong, and Thayetchaung townships, Tanintharyi Region",Shutdown,Mobile,Full network,Military,Conflict,Ongoing
9/21/2022,Iran,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Protests,Ongoing
12/16/2022,Jordan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Protests,Ongoing
12/28/2022,Pakistan,"Gwadar, Balochistan",Shutdown,Mobile,Full network,State government,Protests,Ended
1/1/2023,Somalia,"Lasanod, Sool region, Somaliland",Shutdown,"Broadband, Mobile",Full network,Military,Protests,Ended
1/6/2023,Iran,Sistan and Baluchestan,"Shutdown, Throttle","Broadband, Mobile",Full network,Unknown,Protests,Ended
1/7/2023,Myanmar,"Matupi township, Chin State",Shutdown,Mobile,Full network,Military,Conflict,Unknown
1/12/2023,Azerbaijan,Nagorno-Karabakh,Shutdown,"Broadband, Mobile",Full network,Unknown,Conflict,Ended
1/14/2023,Ukraine,Kharkiv Oblast,"Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
1/19/2023,Iran,"Razavi Khorasan, Fars, Alborz, Khuzestan",Shutdown,"Broadband, Mobile",Full network,Executive government,Exam cheating,Ended
1/26/2023,Ukraine,Odesa and Mykolayiv Oblasts,"Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
2/3/2023,Myanmar,"Shwe Pyi Aye village, Homalin township, Sagaing Division",Shutdown,Mobile,Full network,Military,Conflict,Unknown
2/5/2023,Iraq,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Exam cheating,Ended
2/6/2023,India,"Saran District, Bihar",Shutdown,"Broadband, Mobile",Service-based,State government,Communal violence,Ended
2/8/2023,India,"Saran District, Bihar",Shutdown,"Broadband, Mobile",Service-based,State government,Communal violence,Ended
2/8/2023,Turkey,Nationwide,Throttle,"Broadband, Mobile",Service-based,Executive government,Information control,Ended
2/9/2023,Ethiopia,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Protests,Ended
2/10/2023,Ukraine,"Chernivtsi, Ivano-Frankivsk, Kharkiv, Khmelnytskyi, Poltava, Sumy, Ternopil, Vinnytsia, Zaporizhzhya Oblasts","Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
2/15/2023,India,"Panki town, Palamu District, Jharkhand",Shutdown,"Broadband, Mobile",Full network,State government,Religious holiday/anniversary,Ended
2/17/2023,India,"Itanagar, Arunachal Pradesh",Shutdown,Mobile,Full network,State government,Protests,Ended
2/17/2023,Suriname,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Protests,Ended
2/25/2023,India,"Alwar, Ajmer, Bhilwara, Bikaner, Bharatpur, Jodhpur, Jaipur, Kota, Sriganganagar, Tonk, and Udaipur Districts, Rajasthan",Shutdown,Mobile,Full network,State government,Exam cheating,Ended
2/26/2023,India,"Nuh District, Haryana",Shutdown,Mobile,Full network,State government,Protests,Ended
2/28/2023,India,"Pahari, Kaman, and Sikri towns, Bharatpur District, Rajasthan",Shutdown,Mobile,Full network,State government,Information control,Ended
2/28/2023,India,"Kiphire District, Nagaland",Shutdown,Mobile,Full network,State government,Elections,Unknown
3/6/2023,Mauritania,Nationwide,Shutdown,Mobile,Full network,Executive government,Other,Ended
3/7/2023,India,"Nawalgarh, Jhunjhunu District, Rajasthan",Shutdown,Mobile,Full network,Unknown,Religious holiday/anniversary,Ended
3/9/2023,Ukraine,"Dnipropetrovsk, Kharkiv, Kherson, Kirovohrad, Mykolayiv, Odesa, Poltava, Zhytomyr Oblasts","Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
3/18/2023,India,Punjab,Shutdown,Mobile,Full network,State government,Other,Ended
3/18/2023,Pakistan,"G-11 sector, Islamabad",Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
3/21/2023,India,"Tarn Taran, Ferozepur, Moga and Sangrur Districts, parts of Sahibzada Ajit Singh Nagar and Amritsar Districts, Punjab",Shutdown,Mobile,Full network,State government,Other,Ended
3/21/2023,Tanzania,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
3/31/2023,India,"Howrah, Asansol, Durgapur, and Barrackpore, West Bengal",Shutdown,"Broadband, Mobile",Full network,State government,Religious holiday/anniversary,Ended
3/31/2023,India,"Nalanda and Sasaram Districts, Bihar",Shutdown,Unknown,Full network,Unknown,Religious holiday/anniversary,Ended
3/31/2023,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
4/2/2023,India,"Rishra and Mahesh towns, Hooghly District, West Bengal",Shutdown,"Broadband, Mobile",Full network,State government,Religious holiday/anniversary,Ended
4/2/2023,India,"Sahibganj town, Sahibganj District, Jharkhand",Shutdown,Unknown,Full network,Local government,Protests,Ended
4/2/2023,India,"Nalanda District, Bihar",Shutdown,"Broadband, Mobile",Service-based,State government,Religious holiday/anniversary,Ended
4/3/2023,India,"Rishra and Mahesh towns, Hooghly District, West Bengal",Shutdown,"Broadband, Mobile",Full network,State government,Religious holiday/anniversary,Ended
4/6/2023,India,"Bansberia and Raghunathpur towns, Hooghly District, West Bengal",Shutdown,"Broadband, Mobile",Full network,State government,Religious holiday/anniversary,Ended
4/6/2023,India,"Rohtas District, Bihar",Shutdown,"Broadband, Mobile",Service-based,State government,Unknown,Ended
4/6/2023,Ethiopia,Amhara region,Shutdown,Mobile,Full network,State government,Protests,Unknown
4/7/2023,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
4/9/2023,India,"Shastri Nagar, Jamshedpur District, Jharkhand",Shutdown,"Broadband, Mobile",Full network,Law enforcement,Communal violence,Ended
4/13/2023,India,"Sambalpur District, Odisha",Shutdown,"Broadband, Mobile","Full network, Service-based",State government,Religious holiday/anniversary,Ended
4/14/2023,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
4/16/2023,India,"Prayagraj, Uttar Pradesh",Shutdown,"Broadband, Mobile",Full network,State government,Other,Ended
4/16/2023,Sudan,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Conflict,Ended
4/17/2023,Myanmar,"Hakah township, Chin State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
4/21/2023,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
4/22/2023,India,"Kishtwar District, Jammu & Kashmir","Shutdown, Throttle",Mobile,Full network,State government,Unknown,Ended
4/22/2023,India,"Vair, Nadbai, and Bhusavar towns, Bharatpur District, Rajasthan",Shutdown,Mobile,Full network,State government,Protests,Ended
4/23/2023,Sudan,Nationwide,Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Ended
4/26/2023,Brazil,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Judiciary,Information control,Ended
4/27/2023,India,"Kaliyaganj Community Development Block, Uttar Dinajpur District, West Bengal",Shutdown,"Broadband, Mobile",Full network,State government,Protests,Ended
4/27/2023,India,"Churachandpur and Pherzawl Districts, Manipur",Shutdown,Mobile,Full network,State government,Protests,Ended
4/28/2023,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
5/1/2023,India,"Murarai-II Community Development Block, Birbhum District, West Bengal",Shutdown,"Broadband, Mobile",Full network,State government,Unknown,Ended
5/1/2023,India,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
5/3/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
5/3/2023,Myanmar,"Mingin township, Sagaing Division",Shutdown,Mobile,Full network,Military,Conflict,Unknown
5/4/2023,India,Manipur,Shutdown,"Broadband, Mobile",Full network,State government,Communal violence,Ended
5/5/2023,India,"Rajouri District, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Other,Ended
5/5/2023,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
5/6/2023,Cuba,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
5/7/2023,India,Manipur,Shutdown,"Broadband, Mobile",Full network,State government,Communal violence,Ended
5/9/2023,India,"Itanagar and Papum Pare Districts, Arunachal Pradesh",Shutdown,Mobile,Full network,State government,Protests,Ended
5/9/2023,Myanmar,"Monywa township, Sagaing Division",Shutdown,Mobile,Full network,Military,Conflict,Unknown
5/9/2023,Pakistan,Nationwide,Shutdown,Mobile,Full network,Executive government,Protests,Ended
5/9/2023,Pakistan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Protests,Ended
5/11/2023,India,Manipur,Shutdown,"Broadband, Mobile",Full network,State government,Communal violence,Ended
5/14/2023,India,"Shegaon and Akola, Maharashtra",Shutdown,Unknown,Full network,Unknown,Communal violence,Ended
5/16/2023,India,Manipur,Shutdown,"Broadband, Mobile",Full network,State government,Communal violence,Ended
5/17/2023,Guinea,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Protests,Ended
5/19/2023,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
5/21/2023,India,Manipur,Shutdown,"Broadband, Mobile",Full network,State government,Communal violence,Ended
5/26/2023,India,Manipur,Shutdown,"Broadband, Mobile",Full network,State government,Communal violence,Ended
